inn,name,site,support_team_size_min,support_evidence,evidence_url,evidence_type,source,has_support_email,has_contact_form,has_online_chat,has_messengers,has_support_section,has_kb_or_faq,mentions_24_7,support_email,support_url,kb_url,normalized_name,company_site_vacancies,job_titles_found,jobs_url,shift_work_mentioned,parsed_successfully
1435357833,Честный знак,https://xn--80ajghhoc2aj1c8b.xn--p1ai/,18,"Уровень B: 5 вакансий поддержки, разные роли (чат_поддержка, техподдержка) (несколько разных ролей и специализаций)",https://hh.ru/employer/3156389,vacancies_estimate,jobs_analysis,true,false,false,true,true,true,false,support@crpt.ru,https://t.me/chz_help_bot,https://autofaq.crpt.ru/widget/static/css/main.css,честный знак,nan,nan,nan,nan,nan
7750004168,ЯНДЕКС,https://ya.ru/,18,"Уровень B: 28 вакансий поддержки, разные роли (менеджер, чат_поддержка, оператор), разные каналы поддержки (чат+телефон) (несколько разных ролей и специализаций)",https://hh.ru/search/vacancy?text=ЯНДЕКС+поддержка,vacancies_estimate,jobs_analysis,false,false,false,false,false,false,false,,nan,nan,яндекс,nan,nan,nan,nan,nan
7809008119,ITMS,https://www.itms.ru/,15,Уровень B: 6 вакансий поддержки (разные роли и каналы поддержки),https://hh.ru/employer/6799,vacancies_estimate,jobs_analysis,false,false,false,true,true,false,false,,nan,nan,itms,nan,nan,nan,nan,nan
3663163950,Альфа капитал,https://www.alfacapital.ru/,15,Уровень B: 9 вакансий поддержки (разные роли и каналы поддержки),https://hh.ru/employer/624,vacancies_estimate,jobs_analysis,false,false,false,true,true,true,false,,nan,nan,альфа капитал,nan,nan,nan,nan,nan
6154012871,ДОНСТРОЙ,https://donstroy.moscow/,15,"Уровень B: 2 вакансии поддержки, разные роли (техподдержка, консультант) (разные роли и каналы поддержки)",https://hh.ru/search/vacancy?text=ДОНСТРОЙ+поддержка,vacancies_estimate,jobs_analysis,false,false,true,true,true,true,false,,nan,https://donstroy.moscow/faq/,донстрой,nan,nan,nan,nan,nan
7731232881,САТЕЛ,https://satel.ru/,15,Уровень B: 3 вакансий поддержки (разные роли и каналы поддержки),https://hh.ru/search/vacancy?text=САТЕЛ+поддержка,vacancies_estimate,jobs_analysis,false,true,false,false,true,false,false,,https://support.satel.org/,nan,сател,nan,nan,nan,nan,nan
7707083893,СБЕРБАНК,https://www.sberbank.ru/,15,Уровень B: 15 вакансий поддержки (разные роли и каналы поддержки),https://hh.ru/employer/1473866,vacancies_estimate,jobs_analysis,false,false,false,false,false,false,false,,nan,nan,сбербанк,nan,nan,nan,nan,nan
7743237789,AURUS,https://aurusmotors.com/,12,Уровень B: консервативная оценка основана на круглосуточной работе (24/7) и наличии каналов поддержки,https://aurusmotors.com/,site_estimate,jobs_analysis,false,false,false,false,true,false,true,,https://support.microsoft.com/ru-ru/help/17442/windows-internet-explorer-delete-manage-cookies,nan,aurus,nan,nan,nan,nan,nan
3900033935,HeadHunter,https://hh.ru/,12,Уровень B: консервативная оценка основана на круглосуточной работе (24/7) и наличии каналов поддержки,https://hh.ru/,site_estimate,jobs_analysis,false,false,true,true,true,true,true,,nan,nan,headhunter,nan,nan,nan,nan,nan
2801023444,АЗИАТСКО-ТИХООКЕАНСКИЙ БАНК,https://www.atb.su/,12,Уровень B: консервативная оценка основана на круглосуточной работе (24/7) и наличии каналов поддержки,https://www.atb.su/,site_estimate,jobs_analysis,false,false,false,true,true,true,true,,nan,nan,азиатско-тихоокеанский банк,nan,nan,nan,nan,nan
7709881256,Астра Пейдж,https://astrapage.ru/,12,Уровень B: консервативная оценка основана на круглосуточной работе (24/7) и наличии каналов поддержки,https://astrapage.ru/,site_estimate,jobs_analysis,false,false,false,true,true,true,true,,nan,nan,астра пейдж,nan,nan,nan,nan,nan
3900001002,ББР БАНК,https://bbr.ru/,12,"Уровень B: 1 вакансия поддержки, многоуровневая поддержка (L1/L2) (минимальная структура команды)",https://hh.ru/search/vacancy?text=ББР+БАНК+поддержка,vacancies_estimate,jobs_analysis,false,false,false,true,true,false,false,,nan,nan,ббр банк,nan,nan,nan,nan,nan
7705042179,ИНГОССТРАХ,https://www.ingos.ru/,12,"Уровень B: 1 вакансия поддержки, разные каналы поддержки (чат+телефон) (минимальная структура команды)",https://hh.ru/search/vacancy?text=ИНГОССТРАХ+поддержка,vacancies_estimate,jobs_analysis,false,false,false,true,true,true,true,,nan,https://www.ingos.ru/faq,ингосстрах,nan,nan,nan,nan,nan
7710641442,МЕДСИ,https://medsi.ru/,12,"Уровень B: 1 вакансия поддержки, разные каналы поддержки (чат+телефон) (минимальная структура команды)",https://hh.ru/search/vacancy?text=МЕДСИ+поддержка,vacancies_estimate,jobs_analysis,false,false,false,true,true,false,false,,https://medsi.ru/pnd/help/,nan,медси,nan,nan,nan,nan,nan
9727079948,МКК ДИНАР,https://credit7.ru/,12,Уровень B: консервативная оценка основана на круглосуточной работе (24/7) и наличии каналов поддержки,https://credit7.ru/,site_estimate,jobs_analysis,false,false,true,true,false,true,true,,nan,nan,динар,nan,nan,nan,nan,nan
9721231466,МКК ФИНМОДЕЛЬ,https://belkacredit.ru/,12,"Уровень B: 1 вакансия поддержки, разные каналы поддержки (чат+телефон) (минимальная структура команды)",https://hh.ru/search/vacancy?text=МКК+ФИНМОДЕЛЬ+поддержка,vacancies_estimate,jobs_analysis,false,false,false,true,false,true,true,,nan,https://belkacredit.ru/faq/?tab=1,финмодель,nan,nan,nan,nan,nan
6685171911,МКК ЧЕМЕРГЕС,https://credit365.ru/,12,Уровень B: консервативная оценка основана на круглосуточной работе (24/7) и наличии каналов поддержки,https://credit365.ru/,site_estimate,jobs_analysis,false,true,true,false,false,true,true,,nan,nan,чемергес,nan,nan,nan,nan,nan
6509021117,МТТ,https://www.mtt.ru/,12,Уровень B: консервативная оценка основана на круглосуточной работе (24/7) и наличии каналов поддержки,https://www.mtt.ru/,site_estimate,jobs_analysis,false,false,false,true,true,true,true,,https://www.mtt.ru/solutions/telephony/virtualnyy-kontakt-tsentr/?utm_source=blog&utm_medium=sidebar_banner_product&utm_campaign=виртуальный контакт‑центр,https://www.mtt.ru/support/faq/,мтт,nan,nan,nan,nan,nan
7203530430,НАШ ДОМ ПРО,https://xn--80aiybhbgi1e.xn--p1ai/,12,Уровень B: консервативная оценка основана на круглосуточной работе (24/7) и наличии каналов поддержки,https://xn--80aiybhbgi1e.xn--p1ai/,site_estimate,jobs_analysis,false,true,false,true,true,true,true,,https://660c827d-ce04-4b4c-80d1-1d6200e5d4c5.selcdn.net/tb/0.1.917/style/styles-helpers.css,nan,наш дом про,nan,nan,nan,nan,nan
7702323774,Он клиник,https://www.onclinic.ru/,12,Уровень B: консервативная оценка основана на круглосуточной работе (24/7) и наличии каналов поддержки,https://www.onclinic.ru/,site_estimate,jobs_analysis,false,false,false,true,true,true,true,,nan,nan,он клиник,nan,nan,nan,nan,nan
7725114488,Россельхозбанк,https://www.rshb.ru/,12,Уровень B: 2 вакансии поддержки (минимальная структура команды),https://hh.ru/search/vacancy?text=Россельхозбанк+поддержка,vacancies_estimate,jobs_analysis,false,false,true,true,false,false,false,,nan,nan,россельхозбанк,nan,nan,nan,nan,nan
5010049251,Сидорин Лаб,https://sidorinlab.ru/,12,Уровень B: консервативная оценка основана на круглосуточной работе (24/7) и наличии каналов поддержки,https://sidorinlab.ru/,site_estimate,jobs_analysis,false,false,false,true,true,false,true,,nan,nan,сидорин лаб,nan,nan,nan,nan,nan
3662255905,ТЕЛЕСЕЙЛЗ СЕРВИС,https://telesales-service.ru/,12,Уровень B: консервативная оценка основана на круглосуточной работе (24/7) и наличии каналов поддержки,https://telesales-service.ru/,site_estimate,jobs_analysis,false,false,false,true,true,true,true,,nan,nan,телесейлз сервис,nan,nan,nan,nan,nan
9706016312,ТРАКМОТОРС,https://www.tmtr.ru/,12,Уровень B: консервативная оценка основана на круглосуточной работе (24/7) и наличии каналов поддержки,https://www.tmtr.ru/,site_estimate,jobs_analysis,false,true,false,true,true,false,true,,https://www.tmtr.ru/support/,nan,тракмоторс,nan,nan,nan,nan,nan
2310229651,MANTERA,https://mantera.ru/,10,Уровень B: 1 вакансия поддержки (консервативная оценка по признакам ТЗ),https://hh.ru/search/vacancy?text=MANTERA+поддержка,vacancies_estimate,jobs_analysis,false,false,false,true,false,false,false,,nan,nan,mantera,nan,nan,nan,nan,nan
9731004688,ГК Самолет,https://samolet.ru/,10,Уровень B: 1 вакансия поддержки (консервативная оценка по признакам ТЗ),https://hh.ru/search/vacancy?text=ГК+Самолет+поддержка,vacancies_estimate,jobs_analysis,false,false,false,false,false,false,false,,nan,nan,гк самолет,nan,nan,nan,nan,nan
7702347870,РОЗА ХУТОР,https://rosakhutor.ru/,10,Уровень B: 2 вакансии поддержки (консервативная оценка по признакам ТЗ),https://hh.ru/search/vacancy?text=РОЗА+ХУТОР+поддержка,vacancies_estimate,jobs_analysis,false,false,false,false,false,true,false,,nan,nan,роза хутор,nan,nan,nan,nan,nan
7727547261,СИБУР,https://www.sibur.ru/,10,Уровень B: 2 вакансии поддержки (консервативная оценка по признакам ТЗ),https://hh.ru/search/vacancy?text=СИБУР+поддержка,vacancies_estimate,jobs_analysis,false,true,false,true,true,true,false,,https://support.apple.com/ru-ru/ht204416,https://www.sibur.ru/ru/investors/shareholders/faq/,сибур,nan,nan,nan,nan,nan
6663003127,СКБ КОНТУР,https://kontur.ru/,10,Уровень B: оценка основана на: 2 разных вакансий поддержки,https://kontur.ru/,site,company_site,false,false,false,true,false,false,false,,nan,nan,nan,2.0,Поддержка; Оказывать экспертную поддержку клиентам,https://kontur.ru/career,False,True
8602190258,СУРГУТНЕФТЕГАЗБАНК,https://www.sngb.ru/,10,Уровень B: 1 вакансия поддержки (консервативная оценка по признакам ТЗ),https://hh.ru/search/vacancy?text=СУРГУТНЕФТЕГАЗБАНК+поддержка,vacancies_estimate,jobs_analysis,false,false,false,true,true,true,false,,nan,nan,сургутнефтегазбанк,nan,nan,nan,nan,nan
