inn,name,site,support_team_size_min,support_evidence,evidence_url,evidence_type,source,has_support_email,has_contact_form,has_online_chat,has_messengers,has_support_section,has_kb_or_faq,mentions_24_7,support_email,support_url,kb_url,normalized_name,company_site_vacancies,job_titles_found,jobs_url,shift_work_mentioned,parsed_successfully
6623000680,ЕВРАЗ,https://www.evraz.com/ru/,18,"Уровень B: 4 вакансий поддержки, разные роли (оператор, консультант) (несколько разных ролей и специализаций)",https://hh.ru/search/vacancy?text=ЕВРАЗ+поддержка,vacancies_estimate,jobs_analysis,false,false,false,false,false,false,false,,,,евраз,,,,,
9728073836,МКК ФИНАФОР,https://nadodeneg.ru/,18,"Уровень B: 9 вакансий поддержки, разные роли (менеджер, чат_поддержка, оператор), разные каналы поддержки (чат+телефон) (несколько разных ролей и специализаций)",https://hh.ru/employer/11587041,vacancies_estimate,jobs_analysis,false,false,false,true,true,true,true,,,https://nadodeneg.ru/faq/?tab=1,финафор,,,,,
7736520080,МОСЭНЕРГОСБЫТ,https://www.mosenergosbyt.ru/,18,"Уровень B: 5 вакансий поддержки, разные роли (менеджер, оператор) (несколько разных ролей и специализаций)",https://hh.ru/employer/3959394,vacancies_estimate,jobs_analysis,false,false,false,true,true,true,false,,,,мосэнергосбыт,,,,,
7702038150,Московский метрополитен,https://mosmetro.ru/,18,"Уровень B: 8 вакансий поддержки, разные роли (оператор, техподдержка), разные каналы поддержки (чат+телефон) (несколько разных ролей и специализаций)",https://hh.ru/employer/869045,vacancies_estimate,jobs_analysis,false,false,false,true,true,true,false,,,https://mosmetro.ru/passengers/faq,московский метрополитен,,,,,
7729050901,РАНХиГС,https://www.ranepa.ru/,18,"Уровень B: 4 вакансий поддержки, разные роли (менеджер, техподдержка) (несколько разных ролей и специализаций)",https://hh.ru/search/vacancy?text=РАНХиГС+поддержка,vacancies_estimate,jobs_analysis,false,true,false,true,false,true,false,,,,ранхигс,,,,,
7707067683,РОСГОССТРАХ,https://www.rgs.ru/,18,"Уровень B: 21 вакансий поддержки, разные роли (чат_поддержка, оператор, техподдержка), разные каналы поддержки (чат+телефон) (несколько разных ролей и специализаций)",https://hh.ru/employer/2245,vacancies_estimate,jobs_analysis,false,true,false,true,true,true,true,,https://www.rgs.ru/support,,росгосстрах,,,,,
7707049388,РОСТЕЛЕКОМ,https://www.company.rt.ru/,18,"Уровень B: 42 вакансий поддержки, разные роли (чат_поддержка, оператор, техподдержка), разные каналы поддержки (чат+телефон) (несколько разных ролей и специализаций)",https://hh.ru/employer/2748,vacancies_estimate,jobs_analysis,false,false,false,true,false,false,false,,,,ростелеком,,,,,
7736035485,СОГАЗ,https://www.sogaz.ru/,18,"Уровень B: 17 вакансий поддержки, разные роли (чат_поддержка, оператор, консультант), сменная работа, разные каналы поддержки (чат+телефон) (несколько разных ролей и специализаций)",https://hh.ru/employer/955,vacancies_estimate,jobs_analysis,false,false,false,true,false,true,true,,,,согаз,,,,,
7813647735,Синергия,https://synergy.ru/,18,"Уровень B: 25 вакансий поддержки, разные роли (менеджер, оператор, консультант), разные каналы поддержки (чат+телефон) (несколько разных ролей и специализаций)",https://hh.ru/employer/127256,vacancies_estimate,jobs_analysis,false,true,false,true,true,true,false,,https://synergy.ru/_nuxt/mhelpchoosecard.b_2usj7o.css,https://synergy.ru/_nuxt/sprices.bbmfaq9m.css,синергия,,,,,
2315126160,Т-Банк,https://www.tbank.ru/,18,"Уровень B: 15 вакансий поддержки, разные роли (оператор, консультант), разные каналы поддержки (чат+телефон) (несколько разных ролей и специализаций)",https://hh.ru/employer/78638,vacancies_estimate,jobs_analysis,false,false,false,true,false,true,true,,,,т-банк,,,,,
1435357833,Честный знак,https://xn--80ajghhoc2aj1c8b.xn--p1ai/,18,"Уровень B: 5 вакансий поддержки, разные роли (чат_поддержка, техподдержка) (несколько разных ролей и специализаций)",https://hh.ru/employer/3156389,vacancies_estimate,jobs_analysis,true,false,false,true,true,true,false,support@crpt.ru,https://t.me/chz_help_bot,https://autofaq.crpt.ru/widget/static/css/main.css,честный знак,,,,,
7750004168,ЯНДЕКС,https://ya.ru/,18,"Уровень B: 28 вакансий поддержки, разные роли (менеджер, чат_поддержка, оператор), разные каналы поддержки (чат+телефон) (несколько разных ролей и специализаций)",https://hh.ru/search/vacancy?text=ЯНДЕКС+поддержка,vacancies_estimate,jobs_analysis,false,false,false,false,false,false,false,,,,яндекс,,,,,
7809008119,ITMS,https://www.itms.ru/,15,Уровень B: 6 вакансий поддержки (разные роли и каналы поддержки),https://hh.ru/employer/6799,vacancies_estimate,jobs_analysis,false,false,false,true,true,false,false,,,,itms,,,,,
3663163950,Альфа капитал,https://www.alfacapital.ru/,15,Уровень B: 9 вакансий поддержки (разные роли и каналы поддержки),https://hh.ru/employer/624,vacancies_estimate,jobs_analysis,false,false,false,true,true,true,false,,,,альфа капитал,,,,,
6154012871,ДОНСТРОЙ,https://donstroy.moscow/,15,"Уровень B: 2 вакансии поддержки, разные роли (техподдержка, консультант) (разные роли и каналы поддержки)",https://hh.ru/search/vacancy?text=ДОНСТРОЙ+поддержка,vacancies_estimate,jobs_analysis,false,false,true,true,true,true,false,,,https://donstroy.moscow/faq/,донстрой,,,,,
7731232881,САТЕЛ,https://satel.ru/,15,Уровень B: 3 вакансий поддержки (разные роли и каналы поддержки),https://hh.ru/search/vacancy?text=САТЕЛ+поддержка,vacancies_estimate,jobs_analysis,false,true,false,false,true,false,false,,https://support.satel.org/,,сател,,,,,
7707083893,СБЕРБАНК,https://www.sberbank.ru/,15,Уровень B: 15 вакансий поддержки (разные роли и каналы поддержки),https://hh.ru/employer/1473866,vacancies_estimate,jobs_analysis,false,false,false,false,false,false,false,,,,сбербанк,,,,,
7743237789,AURUS,https://aurusmotors.com/,12,Уровень B: консервативная оценка основана на круглосуточной работе (24/7) и наличии каналов поддержки,https://aurusmotors.com/,site_estimate,jobs_analysis,false,false,false,false,true,false,true,,https://support.microsoft.com/ru-ru/help/17442/windows-internet-explorer-delete-manage-cookies,,aurus,,,,,
3900033935,HeadHunter,https://hh.ru/,12,Уровень B: консервативная оценка основана на круглосуточной работе (24/7) и наличии каналов поддержки,https://hh.ru/,site_estimate,jobs_analysis,false,false,true,true,true,true,true,,,,headhunter,,,,,
2801023444,АЗИАТСКО-ТИХООКЕАНСКИЙ БАНК,https://www.atb.su/,12,Уровень B: консервативная оценка основана на круглосуточной работе (24/7) и наличии каналов поддержки,https://www.atb.su/,site_estimate,jobs_analysis,false,false,false,true,true,true,true,,,,азиатско-тихоокеанский банк,,,,,
7709881256,Астра Пейдж,https://astrapage.ru/,12,Уровень B: консервативная оценка основана на круглосуточной работе (24/7) и наличии каналов поддержки,https://astrapage.ru/,site_estimate,jobs_analysis,false,false,false,true,true,true,true,,,,астра пейдж,,,,,
3900001002,ББР БАНК,https://bbr.ru/,12,"Уровень B: 1 вакансия поддержки, многоуровневая поддержка (L1/L2) (минимальная структура команды)",https://hh.ru/search/vacancy?text=ББР+БАНК+поддержка,vacancies_estimate,jobs_analysis,false,false,false,true,true,false,false,,,,ббр банк,,,,,
7705042179,ИНГОССТРАХ,https://www.ingos.ru/,12,"Уровень B: 1 вакансия поддержки, разные каналы поддержки (чат+телефон) (минимальная структура команды)",https://hh.ru/search/vacancy?text=ИНГОССТРАХ+поддержка,vacancies_estimate,jobs_analysis,false,false,false,true,true,true,true,,,https://www.ingos.ru/faq,ингосстрах,,,,,
7710641442,МЕДСИ,https://medsi.ru/,12,"Уровень B: 1 вакансия поддержки, разные каналы поддержки (чат+телефон) (минимальная структура команды)",https://hh.ru/search/vacancy?text=МЕДСИ+поддержка,vacancies_estimate,jobs_analysis,false,false,false,true,true,false,false,,https://medsi.ru/pnd/help/,,медси,,,,,
9727079948,МКК ДИНАР,https://credit7.ru/,12,Уровень B: консервативная оценка основана на круглосуточной работе (24/7) и наличии каналов поддержки,https://credit7.ru/,site_estimate,jobs_analysis,false,false,true,true,false,true,true,,,,динар,,,,,
9721231466,МКК ФИНМОДЕЛЬ,https://belkacredit.ru/,12,"Уровень B: 1 вакансия поддержки, разные каналы поддержки (чат+телефон) (минимальная структура команды)",https://hh.ru/search/vacancy?text=МКК+ФИНМОДЕЛЬ+поддержка,vacancies_estimate,jobs_analysis,false,false,false,true,false,true,true,,,https://belkacredit.ru/faq/?tab=1,финмодель,,,,,
6685171911,МКК ЧЕМЕРГЕС,https://credit365.ru/,12,Уровень B: консервативная оценка основана на круглосуточной работе (24/7) и наличии каналов поддержки,https://credit365.ru/,site_estimate,jobs_analysis,false,true,true,false,false,true,true,,,,чемергес,,,,,
6509021117,МТТ,https://www.mtt.ru/,12,Уровень B: консервативная оценка основана на круглосуточной работе (24/7) и наличии каналов поддержки,https://www.mtt.ru/,site_estimate,jobs_analysis,false,false,false,true,true,true,true,,https://www.mtt.ru/solutions/telephony/virtualnyy-kontakt-tsentr/?utm_source=blog&utm_medium=sidebar_banner_product&utm_campaign=виртуальный контакт‑центр,https://www.mtt.ru/support/faq/,мтт,,,,,
7203530430,НАШ ДОМ ПРО,https://xn--80aiybhbgi1e.xn--p1ai/,12,Уровень B: консервативная оценка основана на круглосуточной работе (24/7) и наличии каналов поддержки,https://xn--80aiybhbgi1e.xn--p1ai/,site_estimate,jobs_analysis,false,true,false,true,true,true,true,,https://660c827d-ce04-4b4c-80d1-1d6200e5d4c5.selcdn.net/tb/0.1.917/style/styles-helpers.css,,наш дом про,,,,,
7702323774,Он клиник,https://www.onclinic.ru/,12,Уровень B: консервативная оценка основана на круглосуточной работе (24/7) и наличии каналов поддержки,https://www.onclinic.ru/,site_estimate,jobs_analysis,false,false,false,true,true,true,true,,,,он клиник,,,,,
7725114488,Россельхозбанк,https://www.rshb.ru/,12,Уровень B: 2 вакансии поддержки (минимальная структура команды),https://hh.ru/search/vacancy?text=Россельхозбанк+поддержка,vacancies_estimate,jobs_analysis,false,false,true,true,false,false,false,,,,россельхозбанк,,,,,
5010049251,Сидорин Лаб,https://sidorinlab.ru/,12,Уровень B: консервативная оценка основана на круглосуточной работе (24/7) и наличии каналов поддержки,https://sidorinlab.ru/,site_estimate,jobs_analysis,false,false,false,true,true,false,true,,,,сидорин лаб,,,,,
3662255905,ТЕЛЕСЕЙЛЗ СЕРВИС,https://telesales-service.ru/,12,Уровень B: консервативная оценка основана на круглосуточной работе (24/7) и наличии каналов поддержки,https://telesales-service.ru/,site_estimate,jobs_analysis,false,false,false,true,true,true,true,,,,телесейлз сервис,,,,,
9706016312,ТРАКМОТОРС,https://www.tmtr.ru/,12,Уровень B: консервативная оценка основана на круглосуточной работе (24/7) и наличии каналов поддержки,https://www.tmtr.ru/,site_estimate,jobs_analysis,false,true,false,true,true,false,true,,https://www.tmtr.ru/support/,,тракмоторс,,,,,
2310229651,MANTERA,https://mantera.ru/,10,Уровень B: 1 вакансия поддержки (консервативная оценка по признакам ТЗ),https://hh.ru/search/vacancy?text=MANTERA+поддержка,vacancies_estimate,jobs_analysis,false,false,false,true,false,false,false,,,,mantera,,,,,
9731004688,ГК Самолет,https://samolet.ru/,10,Уровень B: 1 вакансия поддержки (консервативная оценка по признакам ТЗ),https://hh.ru/search/vacancy?text=ГК+Самолет+поддержка,vacancies_estimate,jobs_analysis,false,false,false,false,false,false,false,,,,гк самолет,,,,,
7702347870,РОЗА ХУТОР,https://rosakhutor.ru/,10,Уровень B: 2 вакансии поддержки (консервативная оценка по признакам ТЗ),https://hh.ru/search/vacancy?text=РОЗА+ХУТОР+поддержка,vacancies_estimate,jobs_analysis,false,false,false,false,false,true,false,,,,роза хутор,,,,,
7727547261,СИБУР,https://www.sibur.ru/,10,Уровень B: 2 вакансии поддержки (консервативная оценка по признакам ТЗ),https://hh.ru/search/vacancy?text=СИБУР+поддержка,vacancies_estimate,jobs_analysis,false,true,false,true,true,true,false,,https://support.apple.com/ru-ru/ht204416,https://www.sibur.ru/ru/investors/shareholders/faq/,сибур,,,,,
6663003127,СКБ КОНТУР,https://kontur.ru/,10,Уровень B: оценка основана на: 2 разных вакансий поддержки,https://kontur.ru/,site,company_site,false,false,false,true,false,false,false,,,,,2.0,Поддержка; Оказывать экспертную поддержку клиентам,https://kontur.ru/career,False,True
8602190258,СУРГУТНЕФТЕГАЗБАНК,https://www.sngb.ru/,10,Уровень B: 1 вакансия поддержки (консервативная оценка по признакам ТЗ),https://hh.ru/search/vacancy?text=СУРГУТНЕФТЕГАЗБАНК+поддержка,vacancies_estimate,jobs_analysis,false,false,false,true,true,true,false,,,,сургутнефтегазбанк,,,,,
